"Name","f_200p25m25_w_wm_output_z_score_mean","f_200p25m25_w_wm_output_repetition_2_mean","_wandb"
"scheme_simple_1_0-25_2-0_gen_eval","9.154517701632011","0.10827817192144024",""
"scheme_ff-anchored_minhash_prf-1-True_0-25_4-0_gen_eval","16.30520570643942","0.36189418658347056",""
"scheme_simple_1_0-1_2-0_gen_eval","8.903746699040463","0.10679211915260137",""
"scheme_ff-anchored_minhash_prf-1-True_0-25_2-0_gen_eval","9.666355354006802","0.1586429846458969",""
"scheme_ff-skipgram_prf-4-False_0-5_4-0_gen_eval","10.477429439164402","0.04598255913050901",""
"scheme_ff-anchored_minhash_prf-3-True_0-25_4-0_gen_eval","16.81351587528094","0.23060576331514035",""
"scheme_ff-minhash_prf-4-False_0-5_2-0_gen_eval","6.946855853273661","0.06762192216882919",""
"scheme_ff-anchored_minhash_prf-3-True_0-5_2-0_gen_eval","7.955318668689918","0.1141930823168478",""
"scheme_ff-skipgram_prf-4-False_0-1_2-0_gen_eval","8.344919897297983","0.06773235191257522",""
"scheme_simple_1_0-25_4-0_gen_eval","16.539055129779648","0.18943395596069532",""
"scheme_ff-anchored_minhash_prf-3-True_0-1_1-0_gen_eval","3.2668488384396546","0.08917413888374402",""
"scheme_ff-anchored_minhash_prf-3-True_0-1_2-0_gen_eval","8.136818549191288","0.10620627915701186",""
"scheme_ff-anchored_minhash_prf-2-True_0-25_4-0_gen_eval","17.101732348974895","0.26097415569317967",""
"scheme_ff-anchored_minhash_prf-3-True_0-5_1-0_gen_eval","5.23078076949699","0.09634986744952533",""
"scheme_simple_1_0-25_1-0_gen_eval","4.582550692474549","0.08906128847436294",""
"scheme_ff-skipgram_prf-4-False_0-1_1-0_gen_eval","3.356238014289342","0.08041715910468558",""
"scheme_ff-skipgram_prf-4-False_0-5_1-0_gen_eval","4.090758012107845","0.07792815351781746",""
"scheme_ff-anchored_minhash_prf-1-True_0-25_1-0_gen_eval","5.228055714179151","0.1033821054464006",""
"scheme_ff-anchored_minhash_prf-2-True_0-5_4-0_gen_eval","11.049752864306068","0.15437032906937115",""
"scheme_ff-minhash_prf-4-False_0-1_1-0_gen_eval","3.010275835677702","0.08467410876966815",""
"scheme_ff-anchored_minhash_prf-1-True_0-5_4-0_gen_eval","10.712348700539424","0.2163441771507471",""
"scheme_ff-minhash_prf-4-False_0-5_1-0_gen_eval","3.770012569757179","0.08168417432158678",""
"scheme_ff-skipgram_prf-4-False_0-25_1-0_gen_eval","4.113964687034047","0.07901023219778606",""
"scheme_ff-anchored_minhash_prf-3-True_0-5_4-0_gen_eval","10.854675345997537","0.13113068116927834",""
"scheme_simple_1_0-1_4-0_gen_eval","21.232558827038527","0.2427611364248229",""
"scheme_ff-anchored_minhash_prf-2-True_0-1_1-0_gen_eval","3.2511504064772416","0.08964293408971839",""
"scheme_simple_1_0-5_2-0_gen_eval","7.177446613471602","0.0972031097474036",""
"scheme_ff-skipgram_prf-4-False_0-25_2-0_gen_eval","8.750812402049377","0.06016503243384262",""
"scheme_ff-minhash_prf-4-False_0-25_4-0_gen_eval","16.099852098196255","0.09892902508851403",""
"scheme_ff-anchored_minhash_prf-2-True_0-1_4-0_gen_eval","22.15763115911746","0.3558946181309824",""
"scheme_ff-skipgram_prf-4-False_0-5_2-0_gen_eval","7.06581056368958","0.06200975098533287",""
"scheme_ff-anchored_minhash_prf-2-True_0-25_2-0_gen_eval","10.24944393270022","0.14013158699628742",""
"scheme_ff-anchored_minhash_prf-2-True_0-25_1-0_gen_eval","5.752001040769529","0.103666072376633",""
"scheme_ff-anchored_minhash_prf-2-True_0-5_1-0_gen_eval","5.64811723992369","0.0928761466806872",""
"scheme_ff-anchored_minhash_prf-2-True_0-5_2-0_gen_eval","8.34080304755461","0.12795709855419254",""
"scheme_simple_1_0-5_4-0_gen_eval","10.470084390817751","0.1192687971384222",""
"scheme_ff-minhash_prf-4-False_0-25_2-0_gen_eval","8.535473066507691","0.08349297974327571",""
"scheme_ff-minhash_prf-4-False_0-1_4-0_gen_eval","20.569513835254423","0.11568884785796894",""
"scheme_ff-anchored_minhash_prf-2-True_0-1_2-0_gen_eval","8.532766514517016","0.12002825671512277",""
"scheme_ff-skipgram_prf-4-False_0-1_4-0_gen_eval","21.031676486568063","0.04483243451877115",""
"scheme_ff-anchored_minhash_prf-1-True_0-5_2-0_gen_eval","7.7690316362691805","0.13701810679344126",""
"scheme_ff-skipgram_prf-4-False_0-25_4-0_gen_eval","16.062670334192042","0.03562840830866381",""
"scheme_ff-minhash_prf-4-False_0-1_2-0_gen_eval","8.055465053652755","0.080204983902288",""
"scheme_simple_1_0-5_1-0_gen_eval","4.000685869079089","0.08850965096354635",""
"scheme_ff-minhash_prf-4-False_0-25_1-0_gen_eval","3.779363244372481","0.08519186822402748",""
"scheme_ff-minhash_prf-4-False_0-5_4-0_gen_eval","10.33923105143453","0.07459137103134661",""
"scheme_ff-anchored_minhash_prf-3-True_0-25_1-0_gen_eval","5.658646986467145","0.0972754777140426",""
"scheme_ff-anchored_minhash_prf-3-True_0-1_4-0_gen_eval","21.11436636326254","0.2816467825189224",""
"scheme_simple_1_0-1_1-0_gen_eval","3.823445242896522","0.08872674792183473",""
"scheme_ff-anchored_minhash_prf-3-True_0-25_2-0_gen_eval","10.146793600049945","0.12280766523198346",""